ID,length
g22905,369
g22906,453
g22907,1179
g22908,1410
g22909,309
g2291,987
g22910,933
g22911,420
g22912,579
g22913,954
g22914,399
g22915,783
g22916,1182
g22917,2352
g22918,255
g22919,1974
g2292,681
g22920,1560
g22921,363
g22922,732
g22923,5139
g22924,3498
g22925,3309
g22926,6453
g22927,2505
g22928,483
g22929,1956
g2293,237
g22930,978
g22931,936
g22932,3657
g22933,1782
g22934,333
g22935,1023
g22936,753
g22937,261
g22938,471
g22939,468
g2294,786
g22940,2826
g22941,777
g22942,1440
g22943,666
g22944,690
g22945,837
g22946,258
g22947,882
g22948,939
g22949,1824
g2295,585
g22950,1605
g22951,1044
g22952,555
g22953,1011
g22954,330
g22955,270
g22956,684
g22957,978
g22958,351
g22959,942
g2296,579
g22960,2622
g22961,267
g22962,2169
g22963,2589
g22964,270
g22965,1728
g22966,2646
g22967,1497
g22968,2745
g22969,2031
g2297,810
g22970,2445
g22971,609
g22972,753
g22973,675
g22974,297
g22975,609
g22976,444
g22977,2925
g22978,948
g22979,384
g2298,354
g22980,1833
g22981,2007
g22982,690
g22983,690
g22984,363
g22985,3000
g22986,1308
g22987,1233
g22988,1839
g22989,588
g2299,675
g22990,1872
g22991,1566
g22992,393
g22993,522
g22994,507
g22995,972
g22996,522
g22997,594
g22998,603
g22999,1464
g23,492
g230,393
g2300,243
g23000,1293
g23001,1086
g23002,1407
g23003,1098
g23004,267
g23005,2667
g23006,1311
g23007,378
g23008,543
g23009,1080
g2301,1020
g23010,546
g23011,963
g23012,486
g23013,714
g23014,1608
g23015,1158
g23016,510
g23017,1587
g23018,1587
g23019,366
g2302,264
g23020,510
g23021,366
g23022,279
g23023,4506
g23024,276
g23025,312
g23026,1209
g23027,2814
g23028,375
g23029,1140
g2303,2187
g23030,3273
g23031,372
g23032,1155
g23033,360
g23034,384
g23035,999
g23036,777
g23037,720
g23038,2193
g23039,360
g2304,342
g23040,417
g23041,663
g23042,414
g23043,633
g23044,426
g23045,1302
g23046,210
g23047,1539
g23048,2109
g23049,1008
g2305,441
g23050,324
g23051,960
g23052,342
g23053,462
g23054,756
g23055,594
g23056,1548
g23057,2076
g23058,1176
g23059,693
g2306,1323
g23060,828
g23061,294
g23062,318
g23063,414
g23064,555
g23065,2841
g23066,528
g23067,1725
g23068,399
g23069,1266
g2307,618
g23070,1638
g23071,1029
g23072,840
g23073,756
g23074,1374
g23075,639
g23076,2343
g23077,2328
g23078,333
g23079,261
g2308,666
g23080,1383
g23081,333
g23082,678
g23083,339
g23084,327
g23085,384
g23086,438
g23087,726
g23088,1941
g23089,1158
g2309,234
g23090,912
g23091,1443
g23092,765
g23093,762
g23094,306
g23095,627
g23096,360
g23097,2508
g23098,4116
g23099,642
g231,564
g2310,564
g23100,1164
g23101,2127
g23102,459
g23103,645
g23104,489
g23105,363
g23106,702
g23107,6183
g23108,1899
g23109,570
g2311,1266
g23110,1146
g23111,933
g23112,567
g23113,4314
g23114,1470
g23115,1008
g23116,258
g23117,2523
g23118,807
g23119,2478
g2312,774
g23120,1131
g23121,318
g23122,981
g23123,963
g23124,741
g23125,837
g23126,591
g23127,642
g23128,546
g23129,846
g2313,2493
g23130,354
g23131,306
g23132,576
g23133,450
g23134,876
g23135,402
g23136,387
g23137,5454
g23138,1548
g23139,2223
g2314,759
g23140,741
g23141,843
g23142,1647
g23143,384
g23144,2100
g23145,318
g23146,273
g23147,459
g23148,642
g23149,486
g2315,201
g23150,1620
g23151,1080
g23152,2139
g23153,1149
g23154,324
g23155,273
g23156,2229
g23157,324
g23158,585
g23159,477
g2316,315
g23160,471
g23161,909
g23162,300
g23163,723
g23164,357
g23165,420
g23166,900
g23167,552
g23168,2046
g23169,468
g2317,1134
g23170,309
g23171,1335
g23172,339
g23173,1308
g23174,279
g23175,786
g23176,660
g23177,1425
g23178,2643
g23179,1497
g2318,201
g23180,792
g23181,453
g23182,375
g23183,3396
g23184,390
g23185,1722
g23186,486
g23187,3672
g23188,1881
g23189,1077
g2319,4848
g23190,666
g23191,1644
g23192,3327
g23193,5235
g23194,1521
g23195,369
g23196,2145
g23197,351
g23198,456
g23199,411
g232,714
g2320,942
g23200,2088
g23201,3435
g23202,627
g23203,1104
g23204,246
g23205,546
g23206,1185
g23207,834
g23208,846
g23209,2364
g2321,204
g23210,1410
g23211,654
g23212,2052
g23213,402
g23214,2226
g23215,3672
g23216,4230
g23217,3408
g23218,309
g23219,408
g2322,966
g23220,1194
g23221,2232
g23222,3363
g23223,7794
g23224,1746
g23225,399
g23226,1191
g23227,345
g23228,330
g23229,291
g2323,735
g23230,2343
g23231,1206
g23232,1068
g23233,378
g23234,783
g23235,639
g23236,312
g23237,207
g23238,543
g23239,1980
g2324,333
g23240,1836
g23241,762
g23242,1347
g23243,1389
g23244,1614
g23245,471
g23246,630
g23247,516
g23248,1908
g23249,1527
g2325,618
g23250,1050
g23251,2256
g23252,1956
g23253,708
g23254,591
g23255,468
g23256,1305
g23257,402
g23258,453
g23259,207
g2326,894
g23260,462
g23261,711
g23262,360
g23263,531
g23264,276
g23265,1503
g23266,816
g23267,465
g23268,2334
g23269,591
g2327,1320
g23270,2442
g23271,1857
g23272,825
g23273,315
g23274,639
g23275,1383
g23276,1473
g23277,378
g23278,1107
g23279,912
g2328,1314
g23280,1299
g23281,465
g23282,261
g23283,444
g23284,1392
g23285,888
g23286,324
g23287,288
g23288,582
g23289,8541
g2329,342
g23290,333
g23291,504
g23292,336
g23293,396
g23294,10782
g23295,6864
g23296,1296
g23297,324
g23298,1635
g23299,792
g233,570
g2330,8142
g23300,459
g23301,6108
g23302,564
g23303,588
g23304,1065
g23305,237
g23306,939
g23307,1032
g23308,996
g23309,945
g2331,309
g23310,315
g23311,1530
g23312,954
g23313,444
g23314,642
g23315,354
g23316,555
g23317,945
g23318,1590
g23319,480
g2332,4260
g23320,231
g23321,414
g23322,969
g23323,657
g23324,990
g23325,1812
g23326,696
g23327,723
g23328,486
g23329,462
g2333,2493
g23330,399
g23331,903
g23332,639
g23333,327
g23334,273
g23335,357
g23336,327
g23337,489
g23338,1110
g23339,1026
g2334,1890
g23340,444
g23341,2874
g23342,456
g23343,2046
g23344,1005
g23345,1392
g23346,891
g23347,4302
g23348,741
g23349,1125
g2335,1008
g23350,312
g23351,423
g23352,9450
g23353,2139
g23354,414
g23355,453
g23356,1158
g23357,1545
g23358,1143
g23359,561
g2336,453
g23360,624
g23361,1167
g23362,279
g23363,663
g23364,618
g23365,525
g23366,1476
g23367,537
g23368,915
g23369,624
g2337,1479
g23370,1200
g23371,3162
g23372,372
g23373,1266
g23374,1374
g23375,411
g23376,396
g23377,1125
g23378,351
g23379,777
g2338,4035
g23380,528
g23381,222
g23382,333
g23383,504
g23384,882
g23385,486
g23386,528
g23387,246
g23388,444
g23389,768
g2339,285
g23390,312
g23391,687
g23392,549
g23393,306
g23394,795
g23395,729
g23396,306
g23397,387
g23398,2268
g23399,858
g234,459
g2340,309
g23400,633
g23401,285
g23402,588
g23403,750
g23404,1311
g23405,1464
g23406,1572
g23407,270
g23408,360
g23409,618
g2341,438
g23410,549
g23411,1191
g23412,2151
g23413,717
g23414,957
g23415,1005
g23416,537
g23417,294
g23418,483
g23419,1458
g2342,1965
g23420,1383
g23421,909
g23422,531
g23423,3879
g23424,570
g23425,627
g23426,1047
g23427,213
g23428,1638
g23429,6438
g2343,723
g23430,261
g23431,729
g23432,864
g23433,2127
g23434,1347
g23435,1908
g23436,1236
g23437,927
g23438,876
g23439,480
g2344,663
g23440,666
g23441,222
g23442,1134
g23443,2322
g23444,930
g23445,531
g23446,528
g23447,321
g23448,324
g23449,321
g2345,408
g23450,651
g23451,249
g23452,1338
g23453,246
g23454,396
g23455,567
g23456,561
g23457,1953
g23458,1038
g23459,372
g2346,3273
g23460,324
g23461,816
g23462,2454
g23463,345
g23464,600
g23465,2142
g23466,435
g23467,5307
g23468,483
g23469,507
g2347,1875
g23470,2361
g23471,2913
g23472,2337
g23473,738
g23474,1011
g23475,798
g23476,1224
g23477,426
g23478,390
g23479,1503
g2348,906
g23480,654
g23481,216
g23482,747
g23483,417
g23484,402
g23485,489
g23486,330
g23487,1314
g23488,1053
g23489,228
g2349,252
g23490,537
g23491,1668
g23492,2340
g23493,225
g23494,444
g23495,651
g23496,972
g23497,363
g23498,270
g23499,1029
g235,921
g2350,444
g23500,1305
g23501,1422
g23502,477
g23503,1203
g23504,342
g23505,447
g23506,345
g23507,513
g23508,1734
g23509,1284
g2351,474
g23510,387
g23511,648
g23512,315
g23513,906
g23514,1563
g23515,501
g23516,513
g23517,378
g23518,1032
g23519,1665
g2352,306
g23520,489
g23521,216
g23522,861
g23523,471
g23524,1380
g23525,474
g23526,429
g23527,2721
g23528,720
g23529,420
g2353,1785
g23530,312
g23531,1059
g23532,381
g23533,495
g23534,315
g23535,465
g23536,354
g23537,603
g23538,978
g23539,366
g2354,3111
g23540,345
g23541,819
g23542,1875
g23543,2850
g23544,3159
g23545,345
g23546,822
g23547,846
g23548,351
g23549,3852
g2355,258
g23550,957
g23551,870
g23552,1329
g23553,672
g23554,5577
g23555,1023
g23556,282
g23557,297
g23558,2097
g23559,2505
g2356,2556
g23560,3354
g23561,1272
g23562,390
g23563,1857
g23564,378
g23565,1911
g23566,1725
g23567,528
g23568,336
g23569,282
g2357,7344
g23570,1605
g23571,1737
g23572,453
g23573,966
g23574,468
g23575,4866
g23576,993
g23577,588
g23578,1758
g23579,681
g2358,756
g23580,1788
g23581,813
g23582,534
g23583,426
g23584,291
g23585,1218
g23586,2850
g23587,1089
g23588,1596
g23589,6720
g2359,771
g23590,549
g23591,1440
g23592,6723
g23593,4311
g23594,4023
g23595,1137
g23596,441
g23597,480
g23598,1464
g23599,669
g236,864
g2360,2004
g23600,4314
g23601,3129
g23602,306
g23603,363
g23604,306
g23605,561
g23606,387
g23607,666
g23608,7059
g23609,459
g2361,2145
g23610,816
g23611,381
g23612,834
g23613,1272
g23614,213
g23615,588
g23616,594
g23617,1134
g23618,702
g23619,1275
g2362,1947
g23620,1179
g23621,1455
g23622,387
g23623,1716
g23624,912
g23625,327
g23626,711
g23627,459
g23628,420
g23629,360
g2363,789
g23630,1323
g23631,660
g23632,330
g23633,330
g23634,3489
g23635,495
g23636,1254
g23637,594
g23638,1176
g23639,408
g2364,1755
g23640,228
g23641,321
g23642,1116
g23643,429
g23644,411
g23645,705
g23646,855
g23647,1236
g23648,2901
g23649,1848
g2365,900
g23650,432
g23651,279
g23652,1671
g23653,963
g23654,534
g23655,1005
g23656,435
g23657,1011
g23658,807
g23659,576
g2366,1314
g23660,339
g23661,243
g23662,996
g23663,363
g23664,1002
g23665,1368
g23666,948
g23667,543
g23668,216
g23669,219
g2367,2064
g23670,1593
g23671,687
g23672,1392
g23673,360
g23674,420
g23675,4407
g23676,693
g23677,834
g23678,1269
g23679,1110
g2368,813
g23680,786
g23681,807
g23682,774
g23683,384
g23684,546
g23685,372
g23686,570
g23687,1842
g23688,444
g23689,726
g2369,1179
g23690,438
g23691,2826
g23692,1638
g23693,1290
g23694,1218
g23695,483
g23696,294
g23697,2265
g23698,1419
g23699,2874
g237,1677
g2370,306
g23700,258
g23701,303
g23702,471
g23703,1146
g23704,489
g23705,2523
g23706,588
g23707,918
g23708,1548
g23709,975
g2371,363
g23710,1539
g23711,471
g23712,234
g23713,1794
g23714,396
g23715,1626
g23716,1014
g23717,300
g23718,561
g23719,1413
g2372,495
g23720,765
g23721,480
g23722,1218
g23723,465
g23724,228
g23725,480
g23726,357
g23727,276
g23728,1416
g23729,1545
g2373,426
g23730,558
g23731,651
g23732,777
g23733,414
g23734,1548
g23735,846
g23736,2403
g23737,1359
g23738,231
g23739,426
g2374,603
g23740,288
g23741,414
g23742,2415
g23743,570
g23744,498
g23745,2079
g23746,1593
g23747,522
g23748,492
g23749,1515
g2375,270
g23750,231
g23751,942
g23752,939
g23753,963
g23754,276
g23755,480
g23756,1095
g23757,516
g23758,381
g23759,819
g2376,615
g23760,606
g23761,741
g23762,882
g23763,2910
g23764,459
g23765,678
g23766,849
g23767,330
g23768,327
g23769,1551
g2377,843
g23770,1089
g23771,417
g23772,648
g23773,1410
g23774,420
g23775,957
g23776,963
g23777,762
g23778,450
g23779,555
g2378,1362
g23780,2805
g23781,876
g23782,2361
g23783,336
g23784,1014
g23785,1950
g23786,684
g23787,483
g23788,240
g23789,411
g2379,282
g23790,1131
g23791,555
g23792,228
g23793,1509
g23794,282
g23795,6786
g23796,246
g23797,366
g23798,366
g23799,561
g238,1629
g2380,1263
g23800,1833
g23801,1278
g23802,747
g23803,654
g23804,1638
g23805,690
g23806,453
g23807,996
g23808,864
g23809,1767
g2381,1554
g23810,393
g23811,1707
g23812,540
g23813,420
g23814,2664
g23815,1056
g23816,375
g23817,1203
g23818,342
g23819,444
g2382,579
g23820,2901
g23821,2235
g23822,360
g23823,252
g23824,405
g23825,828
g23826,441
g23827,759
g23828,438
g23829,936
g2383,1074
g23830,423
g23831,615
g23832,663
g23833,819
g23834,1344
g23835,2154
g23836,378
g23837,1422
g23838,1320
g23839,882
g2384,429
g23840,420
g23841,450
g23842,588
g23843,342
g23844,471
g23845,558
g23846,1062
g23847,2646
g23848,453
g23849,453
g2385,2091
g23850,1320
g23851,732
g23852,903
g23853,546
g23854,561
g23855,4053
g23856,813
g23857,402
g23858,2649
g23859,1815
g2386,1461
g23860,816
g23861,825
g23862,2310
g23863,720
g23864,588
g23865,756
g23866,1530
g23867,882
g23868,219
g23869,315
g2387,483
g23870,612
g23871,513
g23872,354
g23873,942
g23874,264
g23875,411
g23876,702
g23877,624
g23878,2673
g23879,1161
g2388,702
g23880,852
g23881,252
g23882,318
g23883,738
g23884,984
g23885,264
g23886,1245
g23887,759
g23888,1140
g23889,342
g2389,564
g23890,453
g23891,432
g23892,810
g23893,246
g23894,480
g23895,1290
g23896,381
g23897,2589
g23898,297
g23899,1854
g239,1092
g2390,1668
g23900,270
g23901,2229
g23902,798
g23903,1287
g23904,582
g23905,1509
g23906,624
g23907,819
g23908,1197
g23909,396
g2391,705
g23910,345
g23911,549
g23912,699
g23913,657
g23914,1104
g23915,537
g23916,1485
g23917,573
g23918,225
g23919,3762
g2392,1728
g23920,1041
g23921,741
g23922,744
g23923,288
g23924,807
g23925,5688
g23926,3264
g23927,2928
g23928,384
g23929,1104
g2393,384
g23930,1260
g23931,897
g23932,1551
g23933,324
g23934,294
g23935,1239
g23936,765
g23937,294
g23938,465
g23939,2481
g2394,825
g23940,1632
g23941,2514
g23942,4233
g23943,354
g23944,2307
g23945,471
g23946,594
g23947,993
g23948,1074
g23949,537
g2395,1059
g23950,231
g23951,246
g23952,264
g23953,474
g23954,1347
g23955,606
g23956,297
g23957,2151
g23958,828
g23959,813
g2396,738
g23960,846
g23961,513
g23962,1566
g23963,1512
g23964,3078
g23965,861
g23966,798
g23967,279
g23968,654
g23969,1650
g2397,765
g23970,858
g23971,480
g23972,4059
g23973,2103
g23974,3594
g23975,303
g23976,420
g23977,249
g23978,423
g23979,699
g2398,10788
g23980,549
g23981,1014
g23982,630
g23983,771
g23984,4710
g23985,10317
g23986,708
g23987,2301
g23988,561
g23989,309
g2399,1062
g23990,1308
g23991,1431
g23992,897
g23993,549
g23994,1668
g23995,276
g23996,1857
g23997,1044
g23998,384
g23999,561
g24,327
g240,951
g2400,1119
g24000,420
g24001,453
g24002,654
g24003,318
g24004,387
g24005,519
g24006,813
g24007,258
g24008,1524
g24009,723
g2401,1062
g24010,804
g24011,2787
g24012,837
g24013,600
g24014,1320
g24015,1554
g24016,1515
g24017,966
g24018,2235
g24019,651
g2402,1605
g24020,396
g24021,846
g24022,1020
g24023,2670
g24024,450
g24025,435
g24026,354
g24027,855
g24028,1137
g24029,915
g2403,8727
g24030,345
g24031,2820
g24032,288
g24033,501
g24034,354
g24035,417
g24036,927
g24037,696
g24038,966
g24039,1431
g2404,657
g24040,444
g24041,3099
g24042,297
g24043,432
g24044,1188
g24045,1125
g24046,1044
g24047,1056
g24048,816
g24049,813
g2405,669
g24050,1002
g24051,315
g24052,342
g24053,600
g24054,594
g24055,585
g24056,1035
g24057,210
g24058,264
g24059,426
g2406,1833
g24060,363
g24061,2685
g24062,900
g24063,795
g24064,729
g24065,474
g24066,249
g24067,1302
g24068,798
g24069,483
g2407,615
g24070,834
g24071,972
g24072,2016
g24073,2289
g24074,873
g24075,708
g24076,765
g24077,357
g24078,951
g24079,2163
g2408,759
g24080,1341
g24081,720
g24082,465
g24083,894
g24084,336
g24085,4347
g24086,504
g24087,810
g24088,612
g24089,441
g2409,1650
g24090,498
g24091,216
g24092,5574
g24093,1140
g24094,1074
g24095,222
g24096,2412
g24097,1887
g24098,909
g24099,711
g241,1461
g2410,285
g24100,1275
g24101,3339
g24102,1680
g24103,618
g24104,906
g24105,2796
g24106,927
g24107,954
g24108,1143
g24109,741
g2411,5457
g24110,612
g24111,975
g24112,459
g24113,690
g24114,684
g24115,7191
g24116,717
g24117,342
g24118,402
g24119,3174
g2412,627
g24120,747
g24121,273
g24122,1050
g24123,1578
g24124,1542
g24125,624
g24126,966
g24127,3750
g24128,471
g24129,507
g2413,351
g24130,1929
g24131,957
g24132,279
g24133,237
g24134,672
g24135,438
g24136,1404
g24137,1725
g24138,1533
g24139,378
g2414,576
g24140,531
g24141,963
g24142,2769
g24143,396
g24144,489
g24145,210
g24146,570
g24147,1335
g24148,702
g24149,2796
g2415,501
g24150,1644
g24151,390
g24152,2607
g24153,1377
g24154,744
g24155,1881
g24156,867
g24157,1143
g24158,1065
g24159,654
g2416,711
g24160,336
g24161,318
g24162,378
g24163,1272
g24164,333
g24165,312
g24166,1491
g24167,237
g24168,3264
g24169,360
g2417,393
g24170,510
g24171,1239
g24172,201
g24173,489
g24174,1101
g24175,3237
g24176,2190
g24177,339
g24178,1077
g24179,1416
g2418,543
g24180,1479
g24181,1671
g24182,639
g24183,333
g24184,987
g24185,492
g24186,405
g24187,1506
g24188,1863
g24189,624
g2419,1398
g24190,597
g24191,1209
g24192,966
g24193,744
g24194,981
g24195,1089
g24196,966
g24197,270
g24198,2352
g24199,318
g242,561
g2420,297
g24200,1122
g24201,468
g24202,1089
g24203,1116
g24204,306
g24205,1629
g24206,315
g24207,1728
g24208,336
g24209,1218
g2421,441
g24210,693
g24211,360
g24212,450
g24213,873
g24214,2940
g24215,450
g24216,252
g24217,333
g24218,441
g24219,288
g2422,756
g24220,2061
g24221,3144
g24222,2001
g24223,2511
g24224,1236
g24225,1566
g24226,342
g24227,339
g24228,1692
g24229,297
g2423,783
g24230,4716
g24231,1194
g24232,462
g24233,1314
g24234,5712
g24235,2076
g24236,1362
g24237,2865
g24238,1173
g24239,1056
g2424,447
g24240,303
g24241,3972
g24242,7272
g24243,1332
g24244,759
g24245,1089
g24246,2817
g24247,759
g24248,432
g24249,684
g2425,798
g24250,1662
g24251,345
g24252,519
g24253,816
g24254,1143
g24255,2499
g24256,591
g24257,1395
g24258,1323
g24259,918
g2426,315
g24260,615
g24261,1431
g24262,297
g24263,4764
g24264,225
g24265,954
g24266,840
g24267,519
g24268,1491
g24269,723
g2427,426
g24270,3678
g24271,1356
g24272,471
g24273,1443
g24274,903
g24275,609
g24276,1593
g24277,2421
g24278,1482
g24279,252
g2428,435
g24280,462
g24281,669
g24282,843
g24283,909
g24284,585
g24285,846
g24286,372
g24287,438
g24288,1164
g24289,4542
g2429,744
g24290,2289
g24291,2397
g24292,1347
g24293,822
g24294,1524
g24295,603
g24296,1230
g24297,1638
g24298,510
g24299,2445
g243,849
g2430,597
g24300,2082
g24301,804
g24302,621
g24303,405
g24304,384
g24305,2730
g24306,1419
g24307,3078
g24308,1650
g24309,525
g2431,840
g24310,339
g24311,777
g24312,855
g24313,2547
g24314,4854
g24315,579
g24316,1092
g24317,2661
g24318,1296
g24319,2676
g2432,1194
g24320,735
g24321,3006
g24322,1665
g24323,1341
g24324,1284
g24325,351
g24326,1347
g24327,1866
g24328,444
g24329,1212
g2433,795
g24330,255
g24331,1395
g24332,1203
g24333,894
g24334,2022
g24335,1743
g24336,2328
g24337,1794
g24338,930
g24339,531
g2434,870
g24340,627
g24341,711
g24342,564
g24343,339
g24344,393
g24345,411
g24346,1647
g24347,972
g24348,792
g24349,627
g2435,390
g24350,2160
g24351,1671
g24352,693
g24353,2514
g24354,2382
g24355,1443
g24356,1923
g24357,942
g24358,1086
g24359,336
g2436,300
g24360,939
g24361,2064
g24362,1977
g24363,1071
g24364,387
g24365,624
g24366,294
g24367,264
g24368,711
g24369,819
g2437,540
g24370,459
g24371,618
g24372,579
g24373,2406
g24374,1674
g24375,3453
g24376,723
g24377,585
g24378,2406
g24379,426
g2438,450
g24380,330
g24381,1290
g24382,1059
g24383,2160
g24384,318
g24385,918
g24386,402
g24387,399
g24388,309
g24389,636
g2439,1038
g24390,762
g24391,1476
g24392,225
g24393,1551
g24394,369
g24395,381
g24396,726
g24397,360
g24398,2283
g24399,918
g244,252
g2440,1317
g24400,2271
g24401,810
g24402,522
g24403,1146
g24404,357
g24405,1947
g24406,1767
g24407,747
g24408,441
g24409,1371
g2441,747
g24410,1101
g24411,1092
g24412,426
g24413,363
g24414,1224
g24415,486
g24416,798
g24417,1455
g24418,432
g24419,1191
g2442,924
g24420,525
g24421,273
g24422,1197
g24423,1659
g24424,2322
g24425,417
g24426,435
g24427,738
g24428,783
g24429,402
g2443,207
g24430,402
g24431,1914
g24432,1230
g24433,774
g24434,681
g24435,333
g24436,246
g24437,618
g24438,1965
g24439,1245
g2444,615
g24440,795
g24441,1047
g24442,987
g24443,1254
g24444,1302
g24445,2307
g24446,1173
g24447,1485
g24448,1371
g24449,2208
g2445,1104
g24450,543
g24451,1278
g24452,1170
g24453,1524
g24454,1023
g24455,840
g24456,786
g24457,456
g24458,462
g24459,546
g2446,237
g24460,1455
g24461,1131
g24462,522
g24463,714
g24464,561
g24465,1110
g24466,1047
g24467,855
g24468,216
g24469,618
g2447,951
g24470,627
g24471,1053
g24472,450
g24473,1068
g24474,849
g24475,717
g24476,5904
g24477,252
g24478,924
g24479,381
g2448,360
g24480,705
g24481,1932
g24482,1497
g24483,1719
g24484,336
g24485,1020
g24486,618
g24487,1488
g24488,1509
g24489,1806
g2449,264
g24490,354
g24491,351
g24492,666
g24493,699
g24494,1935
g24495,2364
g24496,1425
g24497,414
g24498,1113
g24499,3519
g245,1020
g2450,633
g24500,609
g24501,1671
g24502,459
g24503,924
g24504,297
g24505,507
g24506,2295
g24507,270
g24508,1128
g24509,3123
g2451,3045
g24510,669
g24511,432
g24512,462
g24513,1947
g24514,282
g24515,6330
g24516,1722
g24517,1170
g24518,270
g24519,1638
g2452,1734
g24520,237
g24521,1530
g24522,1200
g24523,399
g24524,312
g24525,318
g24526,1755
g24527,318
g24528,435
g24529,981
g2453,1470
g24530,306
g24531,354
g24532,360
g24533,303
g24534,870
g24535,429
g24536,471
g24537,5367
g24538,1473
g24539,456
g2454,1518
g24540,4056
g24541,447
g24542,1635
g24543,888
g24544,483
g24545,819
g24546,1767
g24547,411
g24548,1158
g24549,567
g2455,1659
g24550,660
g24551,2010
g24552,660
g24553,510
g24554,1077
g24555,735
g24556,846
g24557,327
g24558,267
g24559,9081
g2456,519
g24560,3933
g24561,537
g24562,2268
g24563,1053
g24564,1140
g24565,483
g24566,324
g24567,774
g24568,276
g24569,501
g2457,450
g24570,318
g24571,342
g24572,264
g24573,1032
g24574,513
g24575,2241
g24576,291
g24577,630
g24578,498
g24579,1509
g2458,951
g24580,492
g24581,402
g24582,1518
g24583,2004
g24584,1182
g24585,1134
g24586,321
g24587,1188
g24588,384
g24589,1104
g2459,615
g24590,927
g24591,312
g24592,813
g24593,441
g24594,777
g24595,1503
g24596,312
g24597,402
g24598,309
g24599,1128
g246,2838
g2460,2418
g24600,603
g24601,789
g24602,483
g24603,576
g24604,567
g24605,3372
g24606,495
g24607,1644
g24608,753
g24609,897
g2461,1923
g24610,441
g24611,864
g24612,702
g24613,2670
g24614,444
g24615,288
g24616,1245
g24617,207
g24618,810
g24619,2616
g2462,474
g24620,1209
g24621,1983
g24622,1701
g24623,2790
g24624,801
g24625,537
g24626,1044
g24627,981
g24628,5394
g24629,966
g2463,4824
g24630,495
g24631,2184
g24632,3312
g24633,2310
g24634,1728
g24635,603
g24636,951
g24637,603
g24638,735
g24639,1041
g2464,429
g24640,7428
g24641,846
g24642,459
g24643,795
g24644,549
g24645,3057
g24646,618
g24647,930
g24648,561
g24649,624
g2465,528
g24650,1734
g24651,1869
g24652,816
g24653,2217
g24654,804
g24655,315
g24656,435
g24657,1914
g24658,2421
g24659,5694
g2466,1143
g24660,1836
g24661,1005
g24662,864
g24663,1632
g24664,873
g24665,1089
g24666,690
g24667,1233
g24668,444
g24669,264
g2467,225
g24670,366
g24671,408
g24672,741
g24673,2616
g24674,1266
g24675,828
g24676,1305
g24677,795
g24678,1278
g24679,1014
g2468,462
g24680,3519
g24681,2619
g24682,258
g24683,303
g24684,303
g24685,858
g24686,621
g24687,264
g24688,387
g24689,504
g2469,498
g24690,720
g24691,405
g24692,1539
g24693,981
g24694,570
g24695,984
g24696,1137
g24697,324
g24698,2502
g24699,1599
g247,1065
g2470,231
g24700,663
g24701,219
g24702,762
g24703,1011
g24704,585
g24705,729
g24706,387
g24707,237
g24708,600
g24709,432
g2471,1053
g24710,417
g24711,486
g24712,447
g24713,978
g24714,270
g24715,2067
g24716,1920
g24717,375
g24718,2712
g24719,312
g2472,4362
g24720,2145
g24721,1068
g24722,552
g24723,1179
g24724,2112
g24725,291
g24726,759
g24727,909
g24728,3636
g24729,927
g2473,606
g24730,1377
g24731,3729
g24732,339
g24733,225
g24734,342
g24735,315
g24736,585
g24737,489
g24738,471
g24739,846
g2474,321
g24740,300
g24741,483
g24742,2157
g24743,294
g24744,3504
g24745,1500
g24746,3183
g24747,1182
g24748,1374
g24749,774
g2475,2448
g24750,381
g24751,750
g24752,444
g24753,384
g24754,621
g24755,2679
g24756,1176
g24757,270
g24758,609
g24759,2505
g2476,399
g24760,1647
g24761,363
g24762,1563
g24763,1179
g24764,516
g24765,1413
g24766,741
g24767,603
g24768,1092
g24769,3627
g2477,1167
g24770,1668
g24771,1056
g24772,747
g24773,1128
g24774,333
g24775,873
g24776,615
g24777,1791
g24778,477
g24779,471
g2478,753
g24780,348
g24781,1830
g24782,729
g24783,573
g24784,888
g24785,1764
g24786,1209
g24787,843
g24788,369
g24789,1611
g2479,594
g24790,810
g24791,444
g24792,600
g24793,633
g24794,849
g24795,1167
g24796,618
g24797,570
g24798,363
g24799,1797
g248,882
g2480,1191
g24800,546
g24801,435
g24802,2610
g24803,558
g24804,2202
g24805,279
g24806,438
g24807,1293
g24808,249
g24809,498
g2481,648
g24810,3906
g24811,2211
g24812,2418
g24813,1179
g24814,216
g24815,1695
g24816,420
g24817,1362
g24818,7932
g24819,729
g2482,735
g24820,279
g24821,222
g24822,1266
g24823,2034
g24824,570
g24825,402
g24826,447
g24827,675
g24828,3477
g24829,522
g2483,2412
g24830,330
g24831,264
g24832,429
g24833,927
g24834,294
g24835,1164
g24836,483
g24837,870
g24838,843
g24839,453
g2484,1386
g24840,390
g24841,984
g24842,204
g24843,336
g24844,348
g24845,492
g24846,300
g24847,588
g24848,2082
g24849,579
g2485,762
g24850,1347
g24851,1368
g24852,852
g24853,303
g24854,3363
g24855,579
g24856,2682
g24857,693
g24858,1035
g24859,486
g2486,2232
g24860,2157
g24861,243
g24862,630
g24863,1230
g24864,309
g24865,2508
g24866,1677
g24867,927
g24868,564
g24869,561
g2487,1740
g24870,336
g24871,345
g24872,729
g24873,378
g24874,372
g24875,651
g24876,618
g24877,483
g24878,558
g24879,2820
g2488,429
g24880,933
g24881,501
g24882,300
g24883,1842
